,id,abbreviation,name,code,stoichiometry,is_transport,equation,definition,reversibility,direction,abstract_reaction,pathways,aliases,ec_numbers,deltag,deltagerr,compound_ids,status,is_obsolete,linked_reaction,notes,source,...23,...24
116,rxn44557,NA,NA,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd17443[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd17458[0],-1:cpd00005:0:0:NADPH;-1:cpd00007:0:0:O2;-1:cpd00067:0:0:H+;-1:cpd17443:0:0:8-Methylthiooctyl glucosinolate;1:cpd00001:0:0:H2O;1:cpd00006:0:0:NADP;1:cpd17458:0:0:Glucohirsutin,0,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd17443[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd17458[0],(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 8-Methylthiooctyl glucosinolate[0] <=> (1) H2O[0] + (1) NADP[0] + (1) Glucohirsutin[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4475 (glucosinolate biosynthesis from hexahomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXNQT-4338,null,1.00E+07,1.00E+07,cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd17443;cpd17458,OK,0,null,GCP|EQP,Primary Database,AT1G65860 // AT1G62540 // AT1G62560 // AT1G62570 // AT1G12140,RXNQT-4338
117,rxn27072,RXNQT-4348.c,RXNQT-4348.c,(1) cpd17418[0] + (1) cpd22369[0] <=> (1) cpd17419[0] + (1) cpd21904[0],"-1:cpd17418:0:0:""9-Methylthio-2-nonanoic acid"";-1:cpd22369:0:0:""Amino-Acids-20"";1:cpd17419:0:0:""Pentahomomethionine"";1:cpd21904:0:0:""2-Oxo-carboxylates""",0,(1) cpd17418[0] + (1) cpd22369[0] <=> (1) cpd17419[0] + (1) cpd21904[0],(1) 9-Methylthio-2-nonanoic acid[0] + (1) Amino-Acids-20[0] <=> (1) Pentahomomethionine[0] + (1) 2-Oxo-carboxylates[0],?,=,null,"MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4450 (aliphatic glucosinolate biosynthesis, side chain elongation cycle); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)",AraCyc: RXNQT-4348|MetaCyc: RXNQT-4348|PlantCyc: RXNQT-4348|Name:,2.6.1.-,1.00E+07,1.00E+07,cpd17418;cpd17419;cpd21904;cpd22369,OK,0,null,GCP|EQP,Primary Database,,RXNQT-4348
118,rxn14102,R08644,"acetyl-CoA:9-methylthio-2-oxononanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",(1) cpd00001[0] + (1) cpd00022[0] + (1) cpd17418[0] <=> (1) cpd00010[0] + (1) cpd17420[0],"-1:cpd00001:0:0:""H2O"";-1:cpd00022:0:0:""Acetyl-CoA"";-1:cpd17418:0:0:""9-Methylthio-2-nonanoic acid"";1:cpd00010:0:0:""CoA"";1:cpd00067:0:0:""H+"";1:cpd17420:0:0:""2-(7'-Methylthio)heptylmalate""",0,(1) cpd00001[0] + (1) cpd00022[0] + (1) cpd17418[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd17420[0],(1) H2O[0] + (1) Acetyl-CoA[0] + (1) 9-Methylthio-2-nonanoic acid[0] => (1) CoA[0] + (1) H+[0] + (1) 2-(7'-Methylthio)heptylmalate[0],>,>,null,"MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4450 (aliphatic glucosinolate biosynthesis, side chain elongation cycle); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)|KEGG: rn00966 (Glucosinolate biosynthesis); rn01210 (2-Oxocarboxylic acid metabolism)","AraCyc: RXNQT-4175|KEGG: R08644|MetaCyc: RXNQT-4175|PlantCyc: RXNQT-4175|Name: acetyl-CoA:9-methylthio-2-oxononanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming); acetyl-CoA:9-methylthio-2-oxononanoate C-acetyltransferase(thioester-hydrolysing, carboxymethyl-forming)",2.3.3.-,-5.96,0.32,cpd00001;cpd00010;cpd00022;cpd00067;cpd17418;cpd17420,OK,0,rxn28911,GCC|HB|EQC|EQU,Primary Database,AT5G23020,RXNQT-4175
119,rxn24643,RXN-8134.c,RXN-8134.c,(1) cpd00001[0] + (1) cpd27167[0] <=> (1) cpd19001[0] + (1) cpd28223[0],"-1:cpd00001:0:0:""H2O"";-1:cpd27167:0:0:""Glucosinolates"";1:cpd19001:0:0:""alpha-D-Glucose"";1:cpd28223:0:0:""THIOHYDROXIMATE-O-SULFATES""",0,(1) cpd00001[0] + (1) cpd27167[0] <=> (1) cpd19001[0] + (1) cpd28223[0],(1) H2O[0] + (1) Glucosinolates[0] <=> (1) alpha-D-Glucose[0] + (1) THIOHYDROXIMATE-O-SULFATES[0],?,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); Metabolic-Clusters (Metabolic Clusters); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); PWY-5267 (glucosinolate activation); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),AraCyc: RXN-8134|ChlamyCyc: RXN-8134|MetaCyc: RXN-8134|PlantCyc: RXN-8134|SoyCyc: RXN-8134|Name:,3.2.1.147,1.00E+07,1.00E+07,cpd00001;cpd19001;cpd27167;cpd28223,OK,0,rxn28392,GCP|EQP,Primary Database,AT5G26000 // AT5G25980,RXN-8134
120,rxn41797,NA,NA,(1) cpd00001[0] + (1) cpd27167[0] <=> (1) cpd00027[0] + (1) cpd28223[0],-1:cpd00001:0:0:H2O;-1:cpd27167:0:0:Glucosinolates;1:cpd00027:0:0:D-Glucose;1:cpd28223:0:0:THIOHYDROXIMATE-O-SULFATES,0,(1) cpd00001[0] + (1) cpd27167[0] <=> (1) cpd00027[0] + (1) cpd28223[0],(1) H2O[0] + (1) Glucosinolates[0] <=> (1) D-Glucose[0] + (1) THIOHYDROXIMATE-O-SULFATES[0],?,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); Metabolic-Clusters (Metabolic Clusters); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); PWY-5267 (glucosinolate activation); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),MetaCyc: RXN-18217; RXN-8134,3.2.1.147,1.00E+07,1.00E+07,cpd00001;cpd00027;cpd27167;cpd28223,OK,0,null,GCP|EQP,Primary Database,AT5G26000 // AT5G25980,RXN-8134
121,rxn41797,NA,NA,(1) cpd00001[0] + (1) cpd27167[0] <=> (1) cpd00027[0] + (1) cpd28223[0],-1:cpd00001:0:0:H2O;-1:cpd27167:0:0:Glucosinolates;1:cpd00027:0:0:D-Glucose;1:cpd28223:0:0:THIOHYDROXIMATE-O-SULFATES,0,(1) cpd00001[0] + (1) cpd27167[0] <=> (1) cpd00027[0] + (1) cpd28223[0],(1) H2O[0] + (1) Glucosinolates[0] <=> (1) D-Glucose[0] + (1) THIOHYDROXIMATE-O-SULFATES[0],?,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); Metabolic-Clusters (Metabolic Clusters); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); PWY-5267 (glucosinolate activation); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),MetaCyc: RXN-18217; RXN-8134,3.2.1.147,1.00E+07,1.00E+07,cpd00001;cpd00027;cpd27167;cpd28223,OK,0,null,GCP|EQP,Primary Database,AT5G26000 // AT5G25980,RXN-18217
122,rxn42550,NA,NA,(1) cpd00001[0] + (1) cpd36078[0] <=> (1) cpd00027[0] + (1) cpd22336[0],-1:cpd00001:0:0:H2O;-1:cpd36078:0:0:alkenyl-glucosinolate;1:cpd00027:0:0:D-Glucose;1:cpd00067:0:0:H+;1:cpd22336:0:0:Alkenyl-Thiohydroximate-O-Sulfates,0,(1) cpd00001[0] + (1) cpd36078[0] <=> (1) cpd00027[0] + (1) cpd00067[0] + (1) cpd22336[0],(1) H2O[0] + (1) alkenyl-glucosinolate[0] <=> (1) D-Glucose[0] + (1) H+[0] + (1) Alkenyl-Thiohydroximate-O-Sulfates[0],?,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); Metabolic-Clusters (Metabolic Clusters); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); PWY-5267 (glucosinolate activation); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),MetaCyc: RXN-18216,null,1.00E+07,1.00E+07,cpd00001;cpd00027;cpd00067;cpd22336;cpd36078,OK,0,null,HB|GCP|EQP,Primary Database,AT5G26000 // AT5G25980,RXN-18216
126,rxn43407,NA,NA,(1) cpd28223[0] <=> (1) cpd00048[0] + (1) cpd27301[0],-1:cpd28223:0:0:THIOHYDROXIMATE-O-SULFATES;1:cpd00048:0:0:Sulfate;1:cpd00067:0:0:H+;1:cpd27301:0:0:ISOTHIOCYANATES,0,(1) cpd28223[0] <=> (1) cpd00048[0] + (1) cpd00067[0] + (1) cpd27301[0],(1) THIOHYDROXIMATE-O-SULFATES[0] <=> (1) Sulfate[0] + (1) H+[0] + (1) ISOTHIOCYANATES[0],?,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); Metabolic-Clusters (Metabolic Clusters); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); PWY-5267 (glucosinolate activation); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),MetaCyc: RXN-8135,null,1.00E+07,1.00E+07,cpd00048;cpd00067;cpd27301;cpd28223,OK,0,null,GCP|EQP,Primary Database,,RXN-8135
127,rxn24646,RXN-8137.c,RXN-8137.c,(1) cpd22336[0] <=> (1) cpd00048[0] + (1) cpd27000[0],"-1:cpd22336:0:0:""Alkenyl-Thiohydroximate-O-Sulfates"";1:cpd00048:0:0:""Sulfate"";1:cpd27000:0:0:""EPITHIONITRILES""",0,(1) cpd22336[0] <=> (1) cpd00048[0] + (1) cpd27000[0],(1) Alkenyl-Thiohydroximate-O-Sulfates[0] <=> (1) Sulfate[0] + (1) EPITHIONITRILES[0],?,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); Metabolic-Clusters (Metabolic Clusters); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); PWY-5267 (glucosinolate activation); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),AraCyc: RXN-8137|CornCyc: RXN-8137|MetaCyc: RXN-8137|PlantCyc: RXN-8137|Name:,null,1.00E+07,1.00E+07,cpd00048;cpd22336;cpd27000,OK,0,null,GCP|EQP,Primary Database,AT1G54040,RXN-8137
129,rxn42263,NA,NA,(1) cpd00007[0] + (1) cpd05312[0] <=> (1) cpd05315[0] + (1) cpd08023[0],-1:cpd00007:0:0:O2;-1:cpd05312:0:0:Glucoalyssin;1:cpd00067:0:0:H+;1:cpd05315:0:0:Glucobrassicanapin;1:cpd08023:0:0:methanesulfonate,0,(1) cpd00007[0] + (1) cpd05312[0] <=> (1) cpd00067[0] + (1) cpd05315[0] + (1) cpd08023[0],(1) O2[0] + (1) Glucoalyssin[0] <=> (1) H+[0] + (1) Glucobrassicanapin[0] + (1) methanesulfonate[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4472 (glucosinolate biosynthesis from trihomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXNQT-4344,null,1.00E+07,1.00E+07,cpd00007;cpd00067;cpd05312;cpd05315;cpd08023,OK,0,null,GCP|EQP,Primary Database,AT4G03060,RXNQT-4344
131,rxn46901,NA,NA,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd05313[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd05312[0],-1:cpd00005:0:0:NADPH;-1:cpd00007:0:0:O2;-1:cpd00067:0:0:H+;-1:cpd05313:0:0:Glucoberteroin;1:cpd00001:0:0:H2O;1:cpd00006:0:0:NADP;1:cpd05312:0:0:Glucoalyssin,0,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd05313[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd05312[0],(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Glucoberteroin[0] <=> (1) H2O[0] + (1) NADP[0] + (1) Glucoalyssin[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4472 (glucosinolate biosynthesis from trihomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXNQT-4335,null,1.00E+07,1.00E+07,cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd05312;cpd05313,OK,0,null,GCP|EQP,Primary Database,AT1G65860 // AT1G62540 // AT1G62560 // AT1G62570,RXNQT-4335
132,rxn45715,NA,NA,(1) cpd00007[0] + (1) cpd03467[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (1) cpd11630[0] + (1) cpd32717[0],-1:cpd00007:0:0:O2;-1:cpd03467:0:0:Glucobrassicin;-1:cpd21035:0:0:Reduced flavin;1:cpd00001:0:0:H2O;1:cpd00067:0:0:H+;1:cpd11630:0:0:Flavin;1:cpd32717:0:0:1-hydroxyglucobrassicin,0,(1) cpd00007[0] + (1) cpd03467[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (1) cpd00067[0] + (1) cpd11630[0] + (1) cpd32717[0],(1) O2[0] + (1) Glucobrassicin[0] + (1) Reduced flavin[0] <=> (1) H2O[0] + (1) H+[0] + (1) Flavin[0] + (1) 1-hydroxyglucobrassicin[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-601 (glucosinolate biosynthesis from tryptophan); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXN-18166,null,1.00E+07,1.00E+07,cpd00001;cpd00007;cpd00067;cpd03467;cpd11630;cpd21035;cpd32717,OK,0,null,HB|GCP|EQP,Primary Database,,RXN-18166
134,rxn40669,NA,NA,(1) cpd00007[0] + (1) cpd03467[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (1) cpd05333[0] + (1) cpd11630[0],-1:cpd00007:0:0:O2;-1:cpd03467:0:0:Glucobrassicin;-1:cpd21035:0:0:Reduced flavin;1:cpd00001:0:0:H2O;1:cpd00067:0:0:H+;1:cpd05333:0:0:4-Hydroxyglucobrassicin;1:cpd11630:0:0:Flavin,0,(1) cpd00007[0] + (1) cpd03467[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (1) cpd00067[0] + (1) cpd05333[0] + (1) cpd11630[0],(1) O2[0] + (1) Glucobrassicin[0] + (1) Reduced flavin[0] <=> (1) H2O[0] + (1) H+[0] + (1) 4-Hydroxyglucobrassicin[0] + (1) Flavin[0],?,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-601 (glucosinolate biosynthesis from tryptophan); PWYQT-4477 (indole glucosinolate activation (intact plant cell)); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),MetaCyc: RXN-2162,1.14.13.M51,1.00E+07,1.00E+07,cpd00001;cpd00007;cpd00067;cpd03467;cpd05333;cpd11630;cpd21035,OK,0,null,HB|GCP|EQP,Primary Database,AT5G57220,RXN-2162
135,rxn23706,RXN-1444.c,RXN-1444.c,(1) cpd00001[0] + (1) cpd03467[0] <=> (1) cpd00190[0] + (1) cpd24359[0],"-1:cpd00001:0:0:""H2O"";-1:cpd03467:0:0:""Glucobrassicin"";1:cpd00067:0:0:""H+"";1:cpd00190:0:0:""beta-D-Glucose"";1:cpd24359:0:0:""indol-3-ylacetothiohydroxamate-O-sulfonate""",0,(1) cpd00001[0] + (1) cpd03467[0] <=> (1) cpd00067[0] + (1) cpd00190[0] + (1) cpd24359[0],(1) H2O[0] + (1) Glucobrassicin[0] <=> (1) H+[0] + (1) beta-D-Glucose[0] + (1) indol-3-ylacetothiohydroxamate-O-sulfonate[0],=,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); PWYQT-4476 (indole glucosinolate activation (herbivore attack)); PWYQT-4477 (indole glucosinolate activation (intact plant cell)); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),AraCyc: RXN-1444|MetaCyc: RXN-1444|PlantCyc: RXN-1444|Name:,null,9.59,6.29,cpd00001;cpd00067;cpd00190;cpd03467;cpd24359,OK,0,null,GCC|EQP,Primary Database,AT2G44490,RXN-1444
136,rxn47532,NA,NA,(1) cpd00001[0] + (1) cpd03467[0] <=> (1) cpd00027[0] + (1) cpd24359[0],-1:cpd00001:0:0:H2O;-1:cpd03467:0:0:Glucobrassicin;1:cpd00027:0:0:D-Glucose;1:cpd00067:0:0:H+;1:cpd24359:0:0:indol-3-ylacetothiohydroxamate-O-sulfonate,0,(1) cpd00001[0] + (1) cpd03467[0] <=> (1) cpd00027[0] + (1) cpd00067[0] + (1) cpd24359[0],(1) H2O[0] + (1) Glucobrassicin[0] <=> (1) D-Glucose[0] + (1) H+[0] + (1) indol-3-ylacetothiohydroxamate-O-sulfonate[0],=,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); PWYQT-4476 (indole glucosinolate activation (herbivore attack)); PWYQT-4477 (indole glucosinolate activation (intact plant cell)); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),MetaCyc: RXN-1444,null,9.59,6.29,cpd00001;cpd00027;cpd00067;cpd03467;cpd24359,OK,0,null,GCC|EQP,Primary Database,AT2G44490,RXN-1444
138,rxn45613,NA,NA,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd05321[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd05331[0],-1:cpd00005:0:0:NADPH;-1:cpd00007:0:0:O2;-1:cpd00067:0:0:H+;-1:cpd05321:0:0:Glucoerucin;1:cpd00001:0:0:H2O;1:cpd00006:0:0:NADP;1:cpd05331:0:0:Glucoraphanin,0,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd05321[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd05331[0],(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Glucoerucin[0] <=> (1) H2O[0] + (1) NADP[0] + (1) Glucoraphanin[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4471 (glucosinolate biosynthesis from dihomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXNQT-4334,null,1.00E+07,1.00E+07,cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd05321;cpd05331,OK,0,null,GCP|EQP,Primary Database,AT1G65860 // AT1G62540 // AT1G62560 // AT1G62570,RXNQT-4334
139,rxn23785,RXN-2222.c,RXN-2222.c,(1) cpd00007[0] + (1) cpd05323[0] <=> (1) cpd05338[0] + (1) cpd08023[0],"-1:cpd00007:0:0:""O2"";-1:cpd05323:0:0:""Glucoiberin"";1:cpd00067:0:0:""H+"";1:cpd05338:0:0:""Sinigrin"";1:cpd08023:0:0:""methanesulfonate""",0,(1) cpd00007[0] + (1) cpd05323[0] <=> (1) cpd00067[0] + (1) cpd05338[0] + (1) cpd08023[0],(1) O2[0] + (1) Glucoiberin[0] <=> (1) H+[0] + (1) Sinigrin[0] + (1) methanesulfonate[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-1187 (glucosinolate biosynthesis from homomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-2222|BrachyCyc: RXN-2222|CornCyc: RXN-2222|MetaCyc: RXN-2222|PlantCyc: RXN-2222|Name:,null,1.00E+07,1.00E+07,cpd00007;cpd00067;cpd05323;cpd05338;cpd08023,OK,0,null,GCP|EQP,Primary Database,AT4G03060,RXN-2222
141,rxn44212,NA,NA,(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd05323[0] <=> (1) cpd08023[0] + (1) cpd22018[0],-1:cpd00001:0:0:H2O;-1:cpd00007:0:0:O2;-1:cpd05323:0:0:Glucoiberin;1:cpd00067:0:0:H+;1:cpd08023:0:0:methanesulfonate;1:cpd22018:0:0:3-hydroxypropyl-glucosinolate,0,(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd05323[0] <=> (1) cpd00067[0] + (1) cpd08023[0] + (1) cpd22018[0],(1) H2O[0] + (1) O2[0] + (1) Glucoiberin[0] <=> (1) H+[0] + (1) methanesulfonate[0] + (1) 3-hydroxypropyl-glucosinolate[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-1187 (glucosinolate biosynthesis from homomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXN-2223,null,1.00E+07,1.00E+07,cpd00001;cpd00007;cpd00067;cpd05323;cpd08023;cpd22018,OK,0,null,GCP|EQP,Primary Database,AT4G03050,RXN-2223
143,rxn41751,NA,NA,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd05324[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd05323[0],-1:cpd00005:0:0:NADPH;-1:cpd00007:0:0:O2;-1:cpd00067:0:0:H+;-1:cpd05324:0:0:Glucoiberverin;1:cpd00001:0:0:H2O;1:cpd00006:0:0:NADP;1:cpd05323:0:0:Glucoiberin,0,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd05324[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd05323[0],(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Glucoiberverin[0] <=> (1) H2O[0] + (1) NADP[0] + (1) Glucoiberin[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-1187 (glucosinolate biosynthesis from homomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXN-2221,null,1.00E+07,1.00E+07,cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd05323;cpd05324,OK,0,null,GCP|EQP,Primary Database,,RXN-2221
